account_id,username_length,username_digit_ratio,has_profile_pic,bio_length,has_external_url,is_private,followers_count,following_count,follower_following_ratio,posts_count,avg_likes_per_post,avg_comments_per_post,posting_freq_per_week,account_age_days,engagement_rate,night_activity_ratio,graph_degree,clustering_coefficient,betweenness_centrality,is_fake
acc_4312,14,0.509,0,1,0,0,50,252,0.198,0,2.01,0.26,0.2,160,0.0453,0.742,12,0.0152,0.000726,1
acc_4313,13,0.015,1,132,1,1,588,167,3.521,42,60.05,0.63,0.47,602,0.1032,0.218,3,0.0,1.7e-05,0
acc_4314,9,0.409,0,1,0,1,56,1250,0.045,2,1.74,0.57,0.49,120,0.0413,0.835,13,0.0128,0.000356,1
acc_4315,10,0.148,1,135,0,0,394,337,1.169,47,75.31,1.42,0.76,1397,0.1947,0.323,3,0.0,2.1e-05,0
acc_4316,5,0.06,1,48,0,0,164,191,0.859,55,22.99,4.32,8.11,2076,0.1665,0.131,3,0.0,4e-06,0
acc_4317,10,0.052,1,134,1,0,29,192,0.151,53,36.97,1.1,5.08,881,1.0,0.119,3,0.0,2.8e-05,0
acc_4318,9,0.17,1,42,0,0,163,520,0.313,36,77.95,2.51,2.48,2996,0.4936,0.066,3,0.0,2e-05,0
acc_4319,10,0.034,1,57,1,0,76,293,0.259,28,63.61,0.34,1.27,1153,0.8415,0.254,3,0.3333,1.3e-05,0
acc_4320,9,0.071,1,141,1,1,4460,89,50.112,41,30.07,2.28,2.62,2881,0.0073,0.269,3,0.0,1e-05,0
acc_4321,12,0.158,0,21,1,1,37,472,0.078,38,31.93,4.02,0.56,2714,0.9717,0.217,3,0.0,1.7e-05,0
acc_4322,12,0.192,1,68,0,0,2361,56,42.161,43,3.72,4.22,1.36,2252,0.0034,0.207,3,0.0,1.4e-05,0
acc_4323,11,0.094,1,69,0,1,44,272,0.162,38,25.79,8.68,5.12,1868,0.7834,0.11,3,0.0,6.7e-05,0
acc_4324,14,0.03,1,14,0,1,202,10,20.2,39,63.15,1.05,6.37,2876,0.3178,0.173,4,0.0,5.7e-05,0
acc_4325,5,0.051,1,56,1,1,630,234,2.692,46,31.95,3.13,0.71,404,0.0557,0.335,3,0.0,1.3e-05,0
acc_4326,9,0.101,1,135,1,1,168,746,0.225,50,38.02,0.03,0.15,1206,0.2265,0.314,3,0.0,4e-06,0
acc_4327,10,0.096,1,47,0,0,127,45,2.822,35,18.3,7.33,5.24,1396,0.2018,0.191,3,0.0,6e-06,0
acc_4328,12,0.499,0,6,0,1,59,2204,0.027,2,7.76,0.36,0.59,3,0.1377,0.618,15,0.0,0.00027,1
acc_4329,7,0.125,1,31,0,0,443,168,2.637,52,25.11,2.28,1.5,376,0.0618,0.096,3,0.0,1.2e-05,0
acc_4330,4,0.044,1,119,0,1,724,780,0.928,41,4.93,0.26,3.61,1682,0.0072,0.193,3,0.0,3.9e-05,0
acc_4331,8,0.032,1,27,0,0,311,580,0.536,39,36.64,0.02,13.24,2263,0.1179,0.303,4,0.0,3.8e-05,0
acc_4332,4,0.094,1,21,1,0,179,168,1.065,51,53.29,1.86,7.07,2881,0.3081,0.135,3,0.0,1.2e-05,0
acc_4333,14,0.361,0,10,0,0,110,583,0.189,2,1.8,0.03,0.82,183,0.0167,0.511,11,0.0,0.000732,1
acc_4334,10,0.01,1,91,1,0,48,215,0.223,40,41.79,2.29,1.7,2073,0.9182,0.226,4,0.0,0.000126,0
acc_4335,12,0.303,0,14,0,1,4,998,0.004,0,4.73,0.64,0.17,1,1.0,0.832,13,0.0128,0.000291,1
acc_4336,11,0.169,1,142,0,1,214,85,2.518,46,26.43,10.42,1.76,695,0.1722,0.159,3,0.0,4.5e-05,0
acc_4337,12,0.048,1,140,1,1,1684,113,14.903,44,1.69,8.03,1.63,640,0.0058,0.335,3,0.0,1e-05,0
acc_4338,8,0.166,1,85,1,1,254,38,6.684,52,32.83,4.73,1.6,239,0.1479,0.301,3,0.0,2.7e-05,0
acc_4339,10,0.577,1,12,0,1,9,952,0.009,3,0.49,0.55,0.32,172,0.1151,0.633,7,0.0,4.4e-05,1
acc_4340,6,0.189,1,12,0,1,2270,410,5.537,46,13.24,3.62,0.94,1452,0.0074,0.194,3,0.0,4.1e-05,0
acc_4341,6,0.127,1,146,0,0,34,513,0.066,54,133.5,0.06,0.82,2607,1.0,0.127,3,0.0,2.4e-05,0
acc_4342,8,0.707,1,5,0,1,114,1172,0.097,2,0.35,0.01,0.03,54,0.0032,0.407,9,0.0,0.000106,1
acc_4343,5,0.005,1,98,0,1,170,78,2.179,42,5.17,3.96,0.03,2670,0.0537,0.164,3,0.0,2.1e-05,0
acc_4344,16,0.734,0,11,0,1,8,523,0.015,2,3.5,0.86,1.53,5,0.5454,0.801,11,0.0,0.000121,1
acc_4345,10,0.145,1,149,0,1,611,70,8.729,38,84.95,9.22,1.28,2210,0.1541,0.258,3,0.0,1.5e-05,0
acc_4346,12,0.192,1,127,1,0,134,100,1.34,37,13.86,11.46,1.42,2224,0.1889,0.087,4,0.0,2.4e-05,0
acc_4347,9,0.031,1,70,1,1,613,99,6.192,33,9.29,5.21,0.58,1195,0.0237,0.29,3,0.0,2.2e-05,0
acc_4348,8,0.162,1,10,1,0,205,2544,0.081,53,37.36,4.84,2.39,1332,0.2059,0.154,3,0.0,2.9e-05,0
acc_4349,9,0.138,1,84,1,1,193,53,3.642,29,53.85,3.24,1.84,436,0.2958,0.328,3,0.0,1.3e-05,0
acc_4350,12,0.061,1,64,0,1,131,371,0.353,49,8.81,5.94,6.7,1289,0.1126,0.345,3,0.0,1.9e-05,0
acc_4351,4,0.042,1,57,0,0,377,652,0.578,53,8.81,2.24,1.98,1268,0.0293,0.253,3,0.0,8e-06,0
acc_4352,7,0.087,1,140,0,1,107,325,0.329,44,127.16,0.73,3.05,2875,1.0,0.244,3,0.0,1.7e-05,0
acc_4353,8,0.162,1,55,0,1,607,311,1.952,49,57.66,7.28,1.3,1083,0.107,0.335,3,0.0,2.2e-05,0
acc_4354,9,0.136,1,113,0,1,394,85,4.635,43,13.67,0.64,0.72,2075,0.0363,0.211,3,0.0,2e-06,0
acc_4355,9,0.034,1,57,1,1,114,262,0.435,42,3.91,0.76,9.39,520,0.041,0.197,3,0.0,0.000104,0
acc_4356,13,0.152,1,56,0,1,568,456,1.246,56,6.42,3.17,0.82,757,0.0169,0.16,3,0.0,2.4e-05,0
acc_4357,15,0.638,0,12,1,0,11,234,0.047,2,2.01,0.04,0.7,167,0.186,0.616,13,0.0128,0.000333,1
acc_4358,11,0.166,1,104,1,0,1050,224,4.688,46,2.65,2.37,0.34,1772,0.0048,0.2,3,0.0,2.9e-05,0
acc_4359,12,0.036,1,71,0,0,61,100,0.61,53,31.75,8.86,1.56,2237,0.6658,0.129,3,0.0,1.6e-05,0
acc_4360,14,0.059,1,106,0,1,183,25,7.32,37,12.72,2.05,2.33,2373,0.0807,0.056,3,0.0,1.6e-05,0
acc_4361,11,0.024,1,56,1,0,302,97,3.113,42,108.32,0.06,0.96,1457,0.3589,0.285,3,0.0,6e-06,0
acc_4362,11,0.068,1,100,0,0,173,188,0.92,56,15.19,1.99,1.0,2904,0.0993,0.125,3,0.0,1.9e-05,0
acc_4363,8,0.037,1,123,1,0,546,282,1.936,40,6.37,5.59,5.63,2960,0.0219,0.099,3,0.0,1.6e-05,0
acc_4364,18,0.408,1,13,0,1,52,1162,0.045,1,0.05,0.26,1.69,195,0.0061,0.821,12,0.0,0.001099,1
acc_4365,14,0.087,1,83,1,1,711,211,3.37,42,41.79,3.57,7.0,1389,0.0638,0.276,3,0.0,1.3e-05,0
acc_4366,4,0.169,1,87,0,0,126,196,0.643,54,15.27,1.03,1.47,2592,0.1294,0.059,5,0.0,6.7e-05,0
acc_4367,16,0.618,0,8,0,1,22,520,0.042,3,2.07,0.09,0.4,57,0.0981,0.625,6,0.0,3.8e-05,1
acc_4368,9,0.74,0,11,0,1,39,392,0.099,1,0.99,0.36,0.24,199,0.0346,0.881,8,0.0357,0.000101,1
acc_4369,9,0.068,1,149,0,1,661,510,1.296,45,43.76,0.16,2.32,364,0.0664,0.286,5,0.0,0.000259,0
acc_4370,12,0.173,1,121,1,0,1446,888,1.628,39,4.44,0.26,2.0,1938,0.0033,0.238,5,0.0,0.000406,0
acc_4371,6,0.023,1,32,1,0,524,315,1.663,54,24.84,1.03,5.4,2105,0.0494,0.224,3,0.0,5e-06,0
acc_4372,9,0.407,1,7,0,1,78,895,0.087,1,5.72,0.61,0.03,168,0.0811,0.857,12,0.0152,0.000471,1
acc_4373,8,0.084,1,78,0,0,990,227,4.361,54,103.76,0.99,7.06,2242,0.1058,0.115,3,0.0,1.7e-05,0
acc_4374,5,0.04,1,130,0,0,309,90,3.433,49,36.9,0.24,0.1,478,0.1202,0.056,3,0.0,7e-06,0
acc_4375,5,0.168,1,84,1,0,1644,172,9.558,49,44.7,0.52,0.32,396,0.0275,0.103,3,0.0,7e-06,0
acc_4376,4,0.065,1,60,0,0,171,130,1.315,44,17.04,1.28,0.84,1304,0.1071,0.327,3,0.0,9e-06,0
acc_4377,12,0.064,1,147,1,1,564,112,5.036,48,7.99,2.05,10.26,1071,0.0178,0.178,3,0.0,8e-06,0
acc_4378,13,0.478,1,4,0,1,137,240,0.571,1,4.16,0.13,0.42,48,0.0313,0.668,13,0.0128,0.000402,1
acc_4379,13,0.591,0,8,0,1,77,450,0.171,2,1.07,0.28,0.19,73,0.0175,0.565,10,0.0222,7.9e-05,1
acc_4380,14,0.564,0,4,0,1,65,238,0.273,1,0.52,0.1,0.63,157,0.0096,0.423,15,0.0095,0.000406,1
acc_4381,13,0.192,1,50,0,0,703,147,4.782,43,27.42,0.98,0.33,1067,0.0404,0.28,4,0.0,4.2e-05,0
acc_4382,9,0.138,1,143,1,1,601,699,0.86,44,3.76,12.02,2.72,2844,0.0263,0.344,3,0.0,2.7e-05,0
acc_4383,5,0.016,1,90,1,0,129,720,0.179,43,42.84,0.77,1.87,1402,0.338,0.06,3,0.0,0.000151,0
acc_4384,9,0.416,0,14,0,1,87,331,0.263,2,5.57,0.08,0.8,30,0.0649,0.778,8,0.0,0.000236,1
acc_4385,7,0.007,1,20,0,1,203,18,11.278,51,57.26,2.17,1.02,1598,0.2928,0.158,3,0.0,9e-06,0
acc_4386,17,0.318,0,3,1,1,3,626,0.005,2,2.02,0.18,0.73,69,0.7347,0.74,12,0.0,0.000158,1
acc_4387,18,0.713,0,12,0,1,43,229,0.188,1,6.73,0.13,0.35,102,0.1595,0.674,13,0.0,0.000341,1
acc_4388,11,0.192,1,135,1,0,733,548,1.338,41,31.2,7.25,0.4,282,0.0525,0.272,3,0.0,8.8e-05,0
acc_4389,10,0.155,1,105,0,1,608,193,3.15,53,23.33,2.09,17.58,2498,0.0418,0.255,3,0.3333,2.3e-05,0
acc_4390,8,0.058,0,42,1,0,142,1185,0.12,40,110.88,0.58,4.37,2955,0.7849,0.196,3,0.0,2.8e-05,0
acc_4391,10,0.192,1,27,1,1,5598,32,174.938,50,0.81,0.15,5.79,942,0.0002,0.064,4,0.0,3.5e-05,0
acc_4392,14,0.466,0,12,0,0,98,516,0.19,1,0.91,0.0,0.09,117,0.0093,0.531,12,0.0,0.00054,1
acc_4393,12,0.031,1,89,0,0,17,474,0.036,40,31.13,2.76,0.82,872,1.0,0.243,3,0.0,0.000211,0
acc_4394,10,0.017,1,80,1,0,37,623,0.059,38,14.67,8.06,10.12,396,0.6143,0.166,3,0.0,5.9e-05,0
acc_4395,10,0.171,1,141,0,0,484,307,1.577,38,23.24,5.41,9.88,942,0.0592,0.164,4,0.0,6.9e-05,0
acc_4396,13,0.048,1,81,0,0,497,182,2.731,45,64.36,6.33,0.55,1022,0.1422,0.28,3,0.0,2.4e-05,0
acc_4397,11,0.069,1,124,1,1,170,37,4.595,44,24.4,0.31,6.12,2941,0.1453,0.309,4,0.0,9.6e-05,0
acc_4398,10,0.137,1,143,1,0,204,234,0.872,52,1.75,5.29,1.29,2289,0.0345,0.053,3,0.0,0.000287,0
acc_4399,13,0.064,1,37,1,0,60,174,0.345,30,37.54,1.29,1.77,1124,0.6471,0.102,3,0.0,9e-06,0
acc_4400,7,0.131,1,71,1,0,199,35,5.686,43,28.47,1.72,0.62,1392,0.1517,0.332,3,0.0,3.2e-05,0
acc_4401,6,0.008,1,103,1,1,104,59,1.763,44,75.26,2.7,1.18,1520,0.7496,0.344,3,0.0,7e-06,0
acc_4402,18,0.524,0,4,0,1,94,878,0.107,3,1.52,0.01,0.02,113,0.0163,0.687,17,0.0074,0.001339,1
acc_4403,19,0.369,0,10,0,1,60,1965,0.031,0,0.95,0.0,0.23,114,0.0159,0.618,12,0.0,0.000188,1
acc_4404,13,0.071,1,114,0,1,123,57,2.158,45,19.39,0.3,13.48,975,0.1601,0.298,3,0.0,2e-05,0
acc_4405,8,0.101,1,13,0,1,146,153,0.954,46,26.25,6.98,2.32,988,0.2276,0.347,3,0.0,4.4e-05,0
acc_4406,7,0.186,1,12,1,0,115,175,0.657,44,25.54,2.78,1.62,440,0.2463,0.279,3,0.0,2.1e-05,0
acc_4407,8,0.035,0,145,0,0,145,560,0.259,39,24.69,0.25,0.4,1641,0.172,0.067,3,0.0,1.1e-05,0
acc_4408,11,0.053,1,61,0,1,745,67,11.119,52,18.44,1.53,0.1,971,0.0268,0.157,3,0.0,8.6e-05,0
acc_4409,12,0.043,1,100,0,0,103,68,1.515,35,36.43,11.32,3.49,1435,0.4636,0.126,3,0.0,1.1e-05,0
acc_4410,11,0.571,1,2,1,1,32,1631,0.02,1,4.27,0.23,0.68,103,0.1406,0.732,12,0.0152,0.000263,1
acc_4411,5,0.058,1,125,1,1,503,51,9.863,38,5.39,5.93,7.36,2733,0.0225,0.302,3,0.0,3.1e-05,0
acc_4412,8,0.048,1,144,0,0,313,340,0.921,57,73.23,1.8,13.1,1740,0.2397,0.133,5,0.0,7.1e-05,0
acc_4413,10,0.179,1,140,0,1,38,457,0.083,39,41.66,10.55,0.61,1494,1.0,0.29,3,0.0,1.7e-05,0
acc_4414,12,0.002,1,116,0,1,46,39,1.179,39,16.65,5.79,1.15,2640,0.4877,0.15,3,0.0,1.4e-05,0
acc_4415,11,0.303,0,8,0,1,41,1115,0.037,6,2.17,0.11,1.03,135,0.0557,0.492,10,0.0,0.000165,1
acc_4416,13,0.123,1,62,0,0,449,105,4.276,51,61.41,0.83,11.6,2708,0.1386,0.222,3,0.0,2.4e-05,0
acc_4417,19,0.447,0,6,0,1,4,2957,0.001,3,0.18,0.09,0.22,95,0.0669,0.474,6,0.0,1.9e-05,1
acc_4418,6,0.118,1,21,0,0,84,109,0.771,51,19.94,6.8,0.55,1026,0.3184,0.168,4,0.0,9.3e-05,0
acc_4419,7,0.056,1,33,0,0,31,254,0.122,47,73.0,2.84,1.09,186,1.0,0.29,3,0.0,4.6e-05,0
acc_4420,16,0.668,1,1,0,1,49,984,0.05,4,0.5,0.25,0.7,49,0.0152,0.759,9,0.0278,0.000129,1
acc_4421,7,0.159,1,111,0,1,50,212,0.236,49,6.99,0.72,3.06,515,0.1542,0.24,3,0.0,1e-05,0
acc_4422,13,0.154,1,61,0,0,377,56,6.732,40,8.06,1.12,0.77,687,0.0243,0.089,3,0.0,1.8e-05,0
acc_4423,8,0.009,1,81,0,1,205,180,1.139,49,36.71,7.1,3.36,1798,0.2137,0.322,3,0.0,3.9e-05,0
acc_4424,18,0.432,1,14,1,1,40,729,0.055,3,1.34,0.14,0.02,76,0.0369,0.8,12,0.0152,0.000285,1
acc_4425,4,0.184,1,115,0,0,333,31,10.742,52,88.69,2.02,10.46,2631,0.2724,0.16,3,0.3333,1.7e-05,0
acc_4426,8,0.173,1,142,0,0,227,171,1.327,56,3.49,0.49,2.84,2991,0.0175,0.278,4,0.0,6e-05,0
acc_4427,10,0.154,1,64,0,0,2555,466,5.483,40,27.91,7.35,0.67,2746,0.0138,0.193,3,0.0,1.4e-05,0
acc_4428,8,0.017,0,149,0,1,390,159,2.453,56,30.05,0.39,8.49,826,0.078,0.318,3,0.3333,3.8e-05,0
acc_4429,6,0.094,1,96,0,0,3442,162,21.247,58,30.62,7.98,6.68,2180,0.0112,0.129,3,0.0,4.1e-05,0
acc_4430,19,0.446,0,0,0,1,62,338,0.183,5,0.09,0.41,1.54,187,0.0079,0.673,11,0.0364,0.000403,1
acc_4431,8,0.107,1,80,1,1,147,712,0.206,43,96.81,7.19,0.58,2990,0.7075,0.224,3,0.0,9e-06,0
acc_4432,5,0.181,0,88,0,0,605,126,4.802,55,4.79,1.96,7.95,1324,0.0112,0.306,3,0.0,6e-06,0
acc_4433,14,0.102,1,138,1,0,186,188,0.989,38,22.38,0.56,7.44,1507,0.1233,0.213,3,0.0,2e-06,0
acc_4434,13,0.497,0,11,0,1,25,1288,0.019,1,0.94,0.65,0.61,139,0.0637,0.628,10,0.0,8.9e-05,1
acc_4435,10,0.415,0,10,0,1,11,416,0.026,3,2.93,0.27,0.21,53,0.2907,0.597,10,0.0,7.3e-05,1
acc_4436,8,0.199,0,96,0,0,299,210,1.424,46,67.75,0.03,1.68,1198,0.2267,0.327,3,0.0,5.6e-05,0
acc_4437,8,0.645,1,0,0,0,53,388,0.137,3,0.1,0.28,0.21,20,0.0073,0.849,11,0.0,0.000624,1
acc_4438,9,0.03,1,21,1,1,37,189,0.196,34,50.17,10.84,4.02,2403,1.0,0.323,3,0.0,4e-06,0
acc_4439,7,0.166,1,74,0,1,104,72,1.444,39,2.96,8.7,3.92,2036,0.1121,0.086,3,0.0,7.3e-05,0
acc_4440,8,0.362,0,0,0,1,2,204,0.01,4,2.66,0.82,0.14,11,1.0,0.544,12,0.0,0.000874,1
acc_4441,12,0.324,0,9,0,0,45,1984,0.023,1,16.9,0.52,0.6,92,0.3873,0.677,11,0.0,0.000387,1
acc_4442,8,0.185,1,14,1,1,137,102,1.343,35,146.11,6.67,0.05,1784,1.0,0.17,3,0.0,7.8e-05,0
acc_4443,11,0.062,1,121,0,0,144,293,0.491,47,7.77,0.12,5.83,2775,0.0548,0.245,3,0.3333,1.2e-05,0
acc_4444,7,0.153,0,18,1,0,21,77,0.273,41,9.59,3.17,0.87,577,0.6073,0.122,3,0.0,8e-06,0
acc_4445,15,0.741,1,13,0,1,85,324,0.262,0,0.33,0.26,0.5,51,0.007,0.803,13,0.0128,0.000431,1
acc_4446,13,0.058,1,96,0,1,1721,174,9.891,57,3.9,0.53,0.65,1786,0.0026,0.333,3,0.0,3.8e-05,0
acc_4447,8,0.082,1,139,1,0,164,132,1.242,36,6.9,0.63,0.91,2129,0.0459,0.31,5,0.0,4.9e-05,0
acc_4448,14,0.133,1,113,0,0,697,14,49.786,43,7.95,4.92,2.82,532,0.0185,0.346,3,0.0,2.3e-05,0
acc_4449,17,0.357,0,8,1,1,18,209,0.086,1,1.72,0.06,0.14,57,0.0989,0.807,12,0.0,0.000192,1
acc_4450,14,0.098,1,92,0,1,218,387,0.563,37,1.76,2.79,3.15,188,0.0209,0.321,3,0.0,1.7e-05,0
acc_4451,12,0.46,0,0,0,1,24,556,0.043,2,0.24,0.23,0.03,66,0.0197,0.717,14,0.011,0.000379,1
acc_4452,9,0.056,1,68,1,0,55,50,1.1,38,4.79,8.22,1.28,303,0.2365,0.104,3,0.0,7e-06,0
acc_4453,13,0.056,1,104,1,0,13,298,0.044,39,2.76,0.82,5.69,549,0.2756,0.156,3,0.0,8e-06,0
acc_4454,9,0.115,1,138,0,1,1046,186,5.624,30,53.27,1.94,1.38,1406,0.0528,0.185,3,0.0,2.4e-05,0
acc_4455,12,0.166,1,42,1,1,134,356,0.376,38,6.32,0.67,3.01,1477,0.0521,0.305,3,0.0,2.9e-05,0
acc_4456,4,0.196,1,77,0,0,753,197,3.822,37,146.73,6.81,2.22,252,0.2039,0.17,3,0.0,1.7e-05,0
acc_4457,6,0.171,1,87,0,1,1829,1020,1.793,42,50.01,1.29,1.29,2566,0.0281,0.116,3,0.0,1.8e-05,0
acc_4458,5,0.159,1,20,0,0,113,62,1.823,36,63.32,8.43,8.13,953,0.6349,0.326,3,0.0,7.3e-05,0
acc_4459,13,0.023,1,112,0,0,843,259,3.255,46,5.48,0.43,3.22,1334,0.007,0.072,3,0.0,0.000174,0
acc_4460,19,0.572,0,7,0,0,24,504,0.048,0,1.0,0.48,0.26,29,0.0616,0.546,10,0.0,0.000125,1
acc_4461,17,0.453,0,6,1,1,4,268,0.015,2,0.55,0.15,0.69,87,0.1734,0.522,14,0.022,0.000239,1
acc_4462,15,0.676,0,12,0,1,15,2300,0.007,2,0.43,0.08,0.32,153,0.0339,0.803,11,0.0,0.000393,1
acc_4463,8,0.076,1,144,0,1,7,107,0.065,37,43.52,3.06,1.33,1913,1.0,0.081,4,0.0,4.9e-05,0
acc_4464,12,0.007,1,20,0,1,247,239,1.033,41,16.95,0.54,5.12,767,0.0708,0.308,3,0.0,2e-05,0
acc_4465,11,0.435,0,9,0,1,30,635,0.047,3,0.46,0.09,0.21,130,0.0181,0.422,11,0.0,0.000367,1
acc_4466,11,0.364,0,1,0,1,66,469,0.141,3,5.28,0.12,0.71,112,0.0819,0.831,12,0.0,0.000678,1
acc_4467,7,0.172,1,33,0,0,279,185,1.508,47,44.92,3.04,0.73,2089,0.1719,0.165,3,0.0,5e-06,0
acc_4468,12,0.141,1,36,1,1,832,35,23.771,55,41.05,9.83,3.34,2928,0.0612,0.33,3,0.0,5e-06,0
acc_4469,7,0.038,1,54,0,1,338,153,2.209,44,92.86,0.2,1.19,277,0.2753,0.076,3,0.0,2.4e-05,0
acc_4470,12,0.091,1,126,1,0,253,259,0.977,53,13.17,9.37,0.37,1178,0.0891,0.25,3,0.0,3e-05,0
acc_4471,11,0.659,0,6,0,1,51,414,0.123,4,0.21,0.4,0.71,86,0.0119,0.682,14,0.011,0.00026,1
acc_4472,12,0.688,1,3,1,1,0,617,0.0,4,10.22,0.12,0.52,187,1.0,0.451,10,0.0,0.000159,1
acc_4473,16,0.491,1,13,1,1,11,1668,0.007,3,5.81,0.02,0.51,31,0.5295,0.549,12,0.0,0.000539,1
acc_4474,13,0.186,1,102,0,1,481,32,15.031,51,12.81,1.06,0.58,2961,0.0288,0.328,3,0.0,1.4e-05,0
acc_4475,4,0.069,1,15,0,0,156,550,0.284,58,4.69,1.13,3.08,2908,0.0373,0.234,3,0.0,2e-06,0
acc_4476,4,0.035,1,124,0,0,1396,474,2.945,39,20.84,0.61,5.03,496,0.0154,0.141,3,0.0,8e-06,0
acc_4477,6,0.009,1,71,0,1,266,95,2.8,50,1.13,9.24,1.37,928,0.039,0.191,3,0.0,7e-06,0
acc_4478,13,0.132,1,113,0,0,1753,97,18.072,49,5.57,2.53,1.69,712,0.0046,0.254,3,0.0,8e-06,0
acc_4479,7,0.084,1,16,1,0,77,508,0.152,45,58.98,7.39,0.31,1171,0.862,0.222,3,0.0,9e-06,0
acc_4480,13,0.194,1,11,1,0,103,159,0.648,43,45.65,8.91,0.57,2437,0.5298,0.307,3,0.0,9.1e-05,0
acc_4481,14,0.586,1,10,0,0,149,1228,0.121,0,0.5,0.3,0.17,84,0.0054,0.501,9,0.0278,0.000401,1
acc_4482,5,0.13,1,148,0,0,11,1118,0.01,55,22.93,10.45,1.93,1819,1.0,0.148,4,0.0,3.9e-05,0
acc_4483,10,0.195,1,103,0,1,273,570,0.479,31,24.46,5.34,4.47,560,0.1091,0.17,3,0.0,2e-05,0
acc_4484,6,0.123,1,148,1,0,512,59,8.678,36,20.57,0.61,1.02,1918,0.0414,0.115,3,0.0,2.2e-05,0
acc_4485,13,0.028,1,49,0,0,497,50,9.94,51,30.12,0.0,0.98,2366,0.0606,0.158,3,0.0,6.7e-05,0
acc_4486,13,0.147,1,82,1,0,686,341,2.012,41,9.79,3.34,1.44,1911,0.0191,0.293,3,0.0,6e-06,0
acc_4487,9,0.199,1,110,0,1,618,61,10.131,48,72.58,0.34,1.56,1811,0.118,0.054,3,0.0,6e-06,0
acc_4488,6,0.07,1,49,0,1,518,35,14.8,50,53.27,3.4,0.1,2531,0.1094,0.244,4,0.0,0.002026,0
acc_4489,13,0.721,0,10,0,1,6,883,0.007,4,2.96,0.13,0.07,152,0.515,0.621,15,0.0,0.000264,1
acc_4490,14,0.515,1,12,0,1,22,517,0.043,3,0.62,0.07,0.18,78,0.0311,0.63,18,0.0131,0.000402,1
acc_4491,10,0.171,1,138,0,0,1807,116,15.578,49,44.5,1.73,3.99,2932,0.0256,0.11,3,0.0,1.2e-05,0
acc_4492,8,0.355,0,0,0,1,3,749,0.004,2,0.71,0.06,0.03,76,0.2583,0.854,7,0.0,0.000154,1
acc_4493,11,0.123,1,128,1,1,61,47,1.298,44,9.58,6.11,0.68,2010,0.2572,0.29,3,0.0,4.7e-05,0
acc_4494,8,0.748,0,10,0,1,8,1639,0.005,3,1.63,0.25,0.99,106,0.2343,0.862,12,0.0,0.000309,1
acc_4495,14,0.07,1,133,0,0,176,500,0.352,41,3.29,12.9,15.99,202,0.092,0.328,3,0.0,1.9e-05,0
acc_4496,12,0.162,1,67,0,1,813,42,19.357,48,23.59,2.44,2.21,2315,0.032,0.288,3,0.0,2.3e-05,0
acc_4497,8,0.637,1,8,0,1,35,383,0.091,2,2.84,0.84,0.16,107,0.1052,0.473,11,0.0,0.000411,1
acc_4498,8,0.058,1,107,1,0,129,102,1.265,52,106.04,4.17,1.25,615,0.8544,0.346,3,0.0,1.7e-05,0
acc_4499,4,0.058,0,14,1,1,215,157,1.369,49,9.64,3.78,0.05,1140,0.0624,0.062,3,0.0,5.3e-05,0
acc_4500,10,0.179,1,110,0,1,1719,200,8.595,61,44.78,2.28,4.59,2483,0.0274,0.2,3,0.0,1.3e-05,0
acc_4501,7,0.034,1,28,0,1,3468,145,23.917,35,73.3,1.52,6.31,1396,0.0216,0.32,3,0.0,5.3e-05,0
acc_4502,12,0.402,1,0,1,1,36,298,0.121,2,1.72,0.35,0.52,177,0.0574,0.61,9,0.0,0.000103,1
acc_4503,9,0.064,1,46,1,1,24,1104,0.022,41,122.99,6.53,1.49,1435,1.0,0.191,3,0.0,0.000167,0
acc_4504,13,0.171,1,58,0,0,595,41,14.512,39,2.41,4.74,1.42,860,0.012,0.322,3,0.0,1.4e-05,0
acc_4505,11,0.547,1,13,0,1,99,311,0.318,2,0.98,1.17,0.33,189,0.0217,0.648,13,0.0,0.000346,1
acc_4506,10,0.034,1,46,1,1,87,38,2.289,46,0.54,0.01,3.44,266,0.0063,0.202,3,0.3333,2e-06,0
acc_4507,8,0.029,1,77,1,1,102,154,0.662,37,14.96,0.48,0.82,2150,0.1513,0.112,3,0.0,5.6e-05,0
acc_4508,14,0.187,1,95,0,0,300,1063,0.282,44,11.88,1.66,0.53,2152,0.0451,0.221,3,0.0,9.2e-05,0
acc_4509,11,0.052,1,95,0,1,85,74,1.149,43,6.1,0.11,1.25,2385,0.0731,0.165,3,0.0,4.8e-05,0
acc_4510,12,0.524,0,12,0,0,40,1157,0.035,3,2.01,0.39,0.72,177,0.06,0.737,7,0.0476,0.000101,1
acc_4511,8,0.023,1,23,1,0,432,80,5.4,48,137.12,20.09,7.93,364,0.3639,0.174,3,0.0,0.000159,0
acc_4512,14,0.534,0,14,0,1,11,620,0.018,0,1.92,0.33,0.26,176,0.2045,0.678,7,0.0,0.000243,1
acc_4513,10,0.588,1,12,0,1,0,1008,0.0,0,0.51,0.09,0.15,176,0.5912,0.655,5,0.0,4.4e-05,1
acc_4514,10,0.129,1,126,1,1,51,173,0.295,46,98.8,3.6,0.11,1300,1.0,0.08,3,0.0,8.5e-05,0
acc_4515,11,0.019,1,55,0,0,371,235,1.579,57,29.74,0.08,0.59,599,0.0804,0.109,3,0.0,1.2e-05,0
